,CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,Age,Age Group
10004,1407128,MALE,Steven McMullen,Mechanic Falls,ME,Maine,04256,United States,North America,1996-03-25,28,18-30
10005,1407493,FEMALE,Ruth Wright,Hampton,SC,South Carolina,29924,United States,North America,1973-02-03,51,50-60
10006,1407506,FEMALE,Kim Bullen,Oakland,CA,California,94612,United States,North America,1951-05-15,73,60+
10007,1407573,MALE,Paul Millhouse,Houston,TX,Texas,77006,United States,North America,1959-12-13,65,60+
10008,1407578,FEMALE,Usha Bedard,Garden City,NY,New York,11530,United States,North America,1986-11-22,38,30-40
10009,1407626,MALE,Evan Marchant,Blairsville,GA,Georgia,30512,United States,North America,1962-06-23,62,60+
10010,1407961,MALE,Paul Morgan,Westland,MI,Michigan,48185,United States,North America,1990-04-16,34,30-40
10011,1408283,MALE,Benjamin Woodruff,East Syracuse,NY,New York,13057,United States,North America,1990-05-04,34,30-40
10012,1408372,FEMALE,Barbra Johnson,Eagleville,PA,Pennsylvania,19403,United States,North America,1964-07-12,60,60+
10013,1408415,MALE,Kevin Rubio,Tampa,FL,Florida,33607,United States,North America,1962-11-07,62,60+
10014,1408432,FEMALE,Colleen Lamarr,Washington,VA,Virginia,20005,United States,North America,1955-04-12,69,60+
10015,1408551,MALE,Stephen Mendez,Columbia,TN,Tennessee,38401,United States,North America,1959-09-11,65,60+
10016,1409017,FEMALE,Margie Wymer,Stockton,CA,California,95202,United States,North America,1981-05-10,43,40-50
10017,1409340,FEMALE,Lenora Hernandez,New York,NY,New York,10013,United States,North America,1992-03-18,32,30-40
10018,1409410,FEMALE,Lulu Hays,Akron,OH,Ohio,44308,United States,North America,1978-11-27,46,40-50
10019,1409429,MALE,Frank Renner,Plymouth Meeting,PA,Pennsylvania,19462,United States,North America,1958-03-11,66,60+
10020,1409629,FEMALE,Heather Rodriguez,Green Bay,WI,Wisconsin,54302,United States,North America,1988-08-27,36,30-40
10021,1409729,FEMALE,Ashley Morris,Sherwood,WI,Wisconsin,54169,United States,North America,2000-03-02,24,18-30
10022,1409986,MALE,Dean Moldenhauer,Holland,MI,Michigan,49423,United States,North America,1941-10-19,83,60+
10023,1409991,MALE,Brian Feldman,Albany,NY,New York,12207,United States,North America,1966-07-09,58,50-60
10024,1410080,MALE,Herman Thai,Yukon,OK,Oklahoma,73099,United States,North America,1960-10-25,64,60+
10025,1410180,FEMALE,Pearl Shilling,Craig,AK,Alaska,99921,United States,North America,1963-05-30,61,60+
10026,1410305,FEMALE,Catherine White,Little Rock,AR,Arkansas,72205,United States,North America,1970-05-30,54,50-60
10027,1410327,FEMALE,Crystal Luster,Martinsville,VA,Virginia,24112,United States,North America,1974-09-04,50,50-60
10028,1410466,FEMALE,Sandra Bleich,Bloomington,IN,Indiana,47408,United States,North America,1940-06-24,84,60+
10029,1410514,FEMALE,Donna Groesbeck,Houston,TX,Texas,77056,United States,North America,1957-08-01,67,60+
10030,1410548,MALE,Mark Hillman,Cairo (Allen),OH,Ohio,45820,United States,North America,1936-07-17,88,60+
10031,1410778,MALE,Doug Dalton,San Jose,CA,California,95131,United States,North America,1974-11-15,50,50-60
10032,1410879,FEMALE,Marianne Grogan,Los Angeles,CA,California,90067,United States,North America,1974-07-13,50,50-60
10033,1410945,FEMALE,Wendie Vargas,Carlsbad,NM,New Mexico,88220,United States,North America,2000-09-24,24,18-30
10034,1411031,FEMALE,Estella Beaton,Centennial,CO,Colorado,80112,United States,North America,1988-02-16,36,30-40
10035,1411118,MALE,George Matos,Nashville,TN,Tennessee,37201,United States,North America,1997-08-31,27,18-30
10036,1411283,MALE,Gerard Smith,Louisville,KY,Kentucky,40202,United States,North America,1937-05-28,87,60+
10037,1411294,MALE,Ted Deshotel,North Providence,RI,Rhode Island,02911,United States,North America,1982-01-10,42,40-50
10038,1411409,MALE,George Duncan,Tucson,AZ,Arizona,85701,United States,North America,1972-12-17,52,50-60
10039,1411591,FEMALE,Concetta Muniz,Fresno,CA,California,93711,United States,North America,1942-06-15,82,60+
10040,1411618,MALE,Marcos Forth,San Diego,CA,California,92103,United States,North America,2000-08-17,24,18-30
10041,1411724,MALE,Thomas Frost,Yukon,OK,Oklahoma,73099,United States,North America,1998-08-15,26,18-30
10042,1411747,FEMALE,Erin Camire,Woburn,MA,Massachusetts,01801,United States,North America,1969-12-05,55,50-60
10043,1411860,FEMALE,Doris Cunningham,Tioga,PA,Pennsylvania,16946,United States,North America,1976-04-22,48,40-50
10044,1411952,FEMALE,Sandy Kitt,San Jose,CA,California,95118,United States,North America,1987-05-30,37,30-40
10045,1411983,MALE,Harry Coleman,Bellefonte,PA,Pennsylvania,16823,United States,North America,1945-08-18,79,60+
10046,1412023,FEMALE,Janie Greer,Castle Rock,CO,Colorado,80104,United States,North America,1962-11-05,62,60+
10047,1412312,MALE,Gerald Green,San Jose,CA,California,95131,United States,North America,1985-10-27,39,30-40
10048,1412534,FEMALE,Cora Brown,College Park,MD,Maryland,20741,United States,North America,1949-11-24,75,60+
10049,1412576,MALE,Don Hunter,Secaucus,NJ,New Jersey,07094,United States,North America,1951-06-09,73,60+
10050,1412593,FEMALE,Melinda Thurman,La Plata,MD,Maryland,20646,United States,North America,1986-04-10,38,30-40
10051,1412621,MALE,David Berger,Elmsford,NJ,New Jersey,10523,United States,North America,1938-07-03,86,60+
10052,1412767,MALE,Michael Kern,Farmers Branch,TX,Texas,75234,United States,North America,1960-03-05,64,60+
10053,1412783,FEMALE,June McBride,Brooklyn,NY,New York,11212,United States,North America,1948-06-14,76,60+
10054,1412880,FEMALE,Cheri Baxter,Bohemia,NY,New York,11716,United States,North America,1969-12-26,54,50-60
10055,1412897,MALE,James Yocom,Texarkana,TX,Texas,75501,United States,North America,1941-08-29,83,60+
10056,1412902,MALE,Leo Wise,Clinton,OK,Oklahoma,73601,United States,North America,1962-09-16,62,60+
10057,1412924,MALE,Craig Romero,Los Angeles,CA,California,90017,United States,North America,1968-09-11,56,50-60
10058,1412934,FEMALE,Jennifer England,Cleveland,OH,Ohio,44102,United States,North America,1962-04-08,62,60+
10059,1412938,MALE,Dan Nettleton,Austin,TX,Texas,78704,United States,North America,1943-04-20,81,60+
10060,1412984,MALE,John Powell,Fremont,CA,California,94538,United States,North America,1995-07-29,29,18-30
10061,1412994,FEMALE,Angie Olson,Washington,DC,Washington Dc,20005,United States,North America,1993-12-14,30,30-40
10062,1413042,FEMALE,Mary Johnson,Flatonia,TX,Texas,78941,United States,North America,1999-08-08,25,18-30
10063,1413084,MALE,Kyle Carpenter,Norristown,DE,Delaware,19403,United States,North America,1945-12-12,79,60+
10064,1413086,FEMALE,Anne Lozano,Abrams,WI,Wisconsin,54101,United States,North America,1982-01-20,42,40-50
10065,1413539,MALE,Clifford Eason,Casper,WY,Wyoming,82601,United States,North America,1962-02-21,62,60+
10066,1413691,MALE,Robert Walker,Philadelphia,PA,Pennsylvania,19103,United States,North America,1981-01-15,43,40-50
10067,1413758,FEMALE,Fannie Buzard,Dayton,OH,Ohio,45402,United States,North America,1944-06-13,80,60+
10068,1413791,FEMALE,Catherine Candler,Phoenix,AZ,Arizona,85040,United States,North America,1967-10-08,57,50-60
10069,1413890,FEMALE,Jena Zimmerman,Aloha,OR,Oregon,97007,United States,North America,1999-01-14,25,18-30
10070,1414050,FEMALE,Margo Waller,Chicago,IL,Illinois,60606,United States,North America,1946-02-05,78,60+
10071,1414205,FEMALE,Sylvia Alvarez,Indianapolis,IN,Indiana,46254,United States,North America,1976-09-25,48,40-50
10072,1414215,MALE,William Saldana,Abilene,TX,Texas,79601,United States,North America,1987-11-08,37,30-40
10073,1414226,MALE,Eric Goforth,Tampico,IL,Illinois,61283,United States,North America,1973-01-23,51,50-60
10074,1414241,FEMALE,Cynthia Reed,Scottsbluff,NE,Nebraska,69361,United States,North America,1948-09-25,76,60+
10075,1414248,FEMALE,Anna Stepp,Glenn,IL,Illinois,62280,United States,North America,1948-03-06,76,60+
10076,1414295,FEMALE,Sharon Young,San Antonio,TX,Texas,78209,United States,North America,1981-01-06,43,40-50
10077,1414525,FEMALE,Nell Doyle,Jackson,MS,Mississippi,39201,United States,North America,1960-07-16,64,60+
10078,1414666,FEMALE,Frances Howell,Redwood City,CA,California,94063,United States,North America,2000-02-20,24,18-30
10079,1414773,MALE,Harlan Kennedy,Wexford,PA,Pennsylvania,15090,United States,North America,1972-02-03,52,50-60
10080,1414914,MALE,Mark Green,Maysville,KY,Kentucky,41056,United States,North America,1935-02-25,89,60+
10081,1415255,MALE,William Thompson,Fort Myers,FL,Florida,33905,United States,North America,1970-05-31,54,50-60
10082,1415385,FEMALE,Joyce Delaney,Jamaica,NY,New York,11432,United States,North America,1962-07-15,62,60+
10083,1415440,MALE,William Odea,Plymouth,IN,Indiana,46563,United States,North America,1970-12-14,54,50-60
10084,1415442,MALE,Maurice Rickman,Memphis,TN,Tennessee,38109,United States,North America,1982-03-15,42,40-50
10085,1415483,MALE,John Hitt,Miami,FL,Florida,33128,United States,North America,1966-05-03,58,50-60
10086,1415490,MALE,Phillip Schultz,El Segundo,CA,California,90245,United States,North America,1942-05-01,82,60+
10087,1415607,FEMALE,Sarah Roos,Little Rock,AR,Arkansas,72205,United States,North America,2001-04-12,23,18-30
10088,1416025,FEMALE,Lisa King,Hickory,NC,North Carolina,28601,United States,North America,1966-07-17,58,50-60
10089,1416154,FEMALE,Kimberly Perez,Deer Park,TX,Texas,77536,United States,North America,1941-08-24,83,60+
10090,1416469,FEMALE,Megan Budde,Waimea,HI,Hawaii,96796,United States,North America,1950-02-04,74,60+
10091,1416511,MALE,Julian Hernandez,Watkinsville,GA,Georgia,30677,United States,North America,1978-06-02,46,40-50
10092,1416636,FEMALE,Patricia Hamm,Winside,NE,Nebraska,68790,United States,North America,1960-06-25,64,60+
10093,1416848,MALE,Dwayne Rinehart,Miami,FL,Florida,33169,United States,North America,1948-08-08,76,60+
10094,1416872,FEMALE,Vera Quillen,Alhambra,CA,California,91801,United States,North America,1946-10-16,78,60+
10095,1416930,MALE,Lewis Colon,Saint Louis,MO,Missouri,63101,United States,North America,1952-01-25,72,60+
10096,1416995,MALE,Robert Felan,Washington,DC,Washington Dc,20200,United States,North America,1990-11-02,34,30-40
10097,1417165,MALE,Ricardo Lindsay,New York,NY,New York,10038,United States,North America,1946-06-26,78,60+
10098,1417193,MALE,John Kutcher,Scottsdale,AZ,Arizona,85256,United States,North America,1989-12-27,34,30-40
10099,1417542,FEMALE,Shirley Penn,Mcalester,OK,Oklahoma,74501,United States,North America,1999-03-13,25,18-30
10100,1417549,FEMALE,Alberta Ballard,Menlo,IA,Iowa,50164,United States,North America,1938-02-24,86,60+
10101,1417576,MALE,James Conway,Olpe,KS,Kansas,66865,United States,North America,1967-03-20,57,50-60
10102,1417679,FEMALE,Dorothy Lauer,Memphis,TN,Tennessee,38118,United States,North America,1971-05-15,53,50-60
10103,1417693,FEMALE,Heather Miller,Irvine,CA,California,92614,United States,North America,1988-03-16,36,30-40
10104,1417781,FEMALE,Susan Headrick,Kansas City,MO,Missouri,64131,United States,North America,1938-01-16,86,60+
10105,1417925,FEMALE,Flossie Cooper,Inman,KS,Kansas,67546,United States,North America,1994-03-11,30,30-40
10106,1418096,FEMALE,Cara Hamilton,Boston,MA,Massachusetts,02114,United States,North America,1991-11-22,33,30-40
10107,1418109,MALE,Steven Hill,New Iberia,LA,Louisiana,70560,United States,North America,1980-01-23,44,40-50
10108,1418119,FEMALE,Eileen Cox,Stlouis,MO,Missouri,63101,United States,North America,1985-12-17,38,30-40
10109,1418121,MALE,Scott Dennis,Arlington,VA,Virginia,22201,United States,North America,1999-06-13,25,18-30
10110,1418131,MALE,Mike Fields,Reedsville,WI,Wisconsin,54230,United States,North America,1945-06-17,79,60+
10111,1418168,MALE,Danny Wooten,Houston,TX,Texas,77024,United States,North America,1972-06-24,52,50-60
10112,1418261,MALE,Charles Hallman,Vestavia Hills,AL,Alabama,35216,United States,North America,1943-05-30,81,60+
10113,1418414,MALE,Roy Darley,Mount Vernon,OH,Ohio,43050,United States,North America,1997-04-12,27,18-30
10114,1418448,MALE,Kenneth Reese,Richmond,VA,Virginia,23222,United States,North America,1939-07-27,85,60+
10115,1418528,FEMALE,Lillian Acevedo,Tulsa,OK,Oklahoma,74107,United States,North America,1988-09-12,36,30-40
10116,1418618,FEMALE,Dianna Hodge,Raleigh,NC,North Carolina,27529,United States,North America,1992-01-23,32,30-40
10117,1418791,FEMALE,Hailey Jones,Moorpark,CA,California,93021,United States,North America,1936-04-22,88,60+
10118,1418842,FEMALE,Nancy Concepcion,Greensboro,NC,North Carolina,27406,United States,North America,1967-02-12,57,50-60
10119,1418976,FEMALE,Jamie Montoya,Seattle,WA,Washington,98119,United States,North America,1936-02-12,88,60+
10120,1418988,MALE,John Walker,Orlando,FL,Florida,32801,United States,North America,1967-11-23,57,50-60
10121,1419155,MALE,Brett Pappalardo,Manteo,NC,North Carolina,27954,United States,North America,1966-07-31,58,50-60
10122,1419500,FEMALE,Sarah Grice,Charlotte,NC,North Carolina,28208,United States,North America,1956-11-21,68,60+
10123,1419573,FEMALE,Julie Payne,Carsonville,MI,Michigan,48419,United States,North America,1945-05-25,79,60+
10124,1419594,MALE,Daniel Branam,Albion,ID,Idaho,83311,United States,North America,1948-05-30,76,60+
10125,1419855,FEMALE,Cheryl Torres,Akron,OH,Ohio,44311,United States,North America,1985-09-14,39,30-40
10126,1419863,FEMALE,Kelly Davis,Los Angeles,CA,California,90017,United States,North America,1955-10-29,69,60+
10127,1420081,FEMALE,Rebecca Avery,Hillsdale,TN,Tennessee,37057,United States,North America,1939-03-03,85,60+
10128,1420133,MALE,David Earle,Austin,TX,Texas,78729,United States,North America,1936-05-16,88,60+
10129,1420237,MALE,Michael Hermes,West Palm Beach,FL,Florida,33410,United States,North America,1956-06-29,68,60+
10130,1420473,MALE,Troy Sutton,Portland,TX,Texas,78374,United States,North America,1943-02-26,81,60+
10131,1420651,MALE,Ronald Ray,Orlando,FL,Florida,32810,United States,North America,1966-09-24,58,50-60
10132,1420774,FEMALE,Theresa Harmon,Atlanta,GA,Georgia,30303,United States,North America,1949-09-12,75,60+
10133,1420996,MALE,Samual Day,Santa Clara,CA,California,95054,United States,North America,1958-12-06,66,60+
10134,1421393,FEMALE,Erma Price,Vermilion,OH,Ohio,44089,United States,North America,1996-11-07,28,18-30
10135,1421506,FEMALE,Emma McIlvain,Conroe,TX,Texas,77301,United States,North America,1949-07-03,75,60+
10136,1421626,MALE,Donald Ivory,San Antonio,TX,Texas,78233,United States,North America,1965-04-04,59,50-60
10137,1421641,FEMALE,Andrea Hoover,Medford,OR,Oregon,97501,United States,North America,1944-03-04,80,60+
10138,1421877,FEMALE,Gladys Patel,Mason,OH,Ohio,45040,United States,North America,1997-01-08,27,18-30
10139,1421881,FEMALE,Margaret Montgomery,Fairfield,WA,Washington,99012,United States,North America,1974-10-16,50,50-60
10140,1421890,FEMALE,Karen Jim,Coffeeville,AL,Alabama,36524,United States,North America,1968-07-17,56,50-60
10141,1421952,FEMALE,Elvira Hahn,Stewardson,IL,Illinois,62463,United States,North America,1975-08-01,49,40-50
10142,1422140,FEMALE,Dorothy Collins,Omaha,NE,Nebraska,68164,United States,North America,1984-07-24,40,40-50
10143,1422175,MALE,Jose Mercado,Everett,WA,Washington,98205,United States,North America,1951-02-25,73,60+
10144,1422304,FEMALE,Patricia Capp,Palm Springs,CA,California,92262,United States,North America,1955-10-31,69,60+
10145,1422363,FEMALE,Felicia Rosson,Memphis,TN,Tennessee,38110,United States,North America,1944-11-10,80,60+
10146,1422377,MALE,Phillip Sawyers,Nashville,TN,Tennessee,37201,United States,North America,1977-02-17,47,40-50
10147,1422386,MALE,Joe Robinson,New York,NY,New York,10013,United States,North America,1938-01-08,86,60+
10148,1422395,MALE,Brett McDaniel,Oklahoma City,OK,Oklahoma,73102,United States,North America,1996-04-02,28,18-30
10149,1422501,FEMALE,Michelle Rice,Hickory Hills,IL,Illinois,60457,United States,North America,1966-04-25,58,50-60
10150,1422569,MALE,Rigoberto Cole,Johnson City,NY,New York,13790,United States,North America,1984-08-18,40,40-50
10151,1422773,FEMALE,Mary Miller,Blue Ash,OH,Ohio,45242,United States,North America,1988-07-21,36,30-40
10152,1422903,MALE,Enrique Parker,Spokane,WA,Washington,99205,United States,North America,1942-11-11,82,60+
10153,1423539,MALE,Jack Woodard,Wayne,PA,Pennsylvania,19087,United States,North America,1975-10-26,49,40-50
10154,1423675,MALE,Saul Thayer,Houston,TX,Texas,77032,United States,North America,1984-10-14,40,40-50
10155,1423826,MALE,Mario Ferguson,Newark,NJ,New Jersey,07102,United States,North America,1994-02-26,30,30-40
10156,1423836,FEMALE,Brittany McBride,Evansville,IN,Indiana,47710,United States,North America,1985-06-29,39,30-40
10157,1424136,MALE,Gabriel Valentine,Birmingham,AL,Alabama,35203,United States,North America,1988-09-21,36,30-40
10158,1424211,FEMALE,Debra Gilbert,Dallas,TX,Texas,75207,United States,North America,1949-05-20,75,60+
10159,1424341,FEMALE,Staci Wold,Shreveport,LA,Louisiana,71101,United States,North America,1937-04-30,87,60+
10160,1424488,MALE,Tony Spier,Chesterfield,MO,Missouri,63005,United States,North America,1980-08-04,44,40-50
10161,1424915,FEMALE,Anne Romero,Hollywood,FL,Florida,33023,United States,North America,1974-04-04,50,50-60
10162,1425175,MALE,George Lee,Roseville,MI,Michigan,48066,United States,North America,1995-08-13,29,18-30
10163,1425307,MALE,Clayton Bradley,Washington,VA,Virginia,20005,United States,North America,1938-05-31,86,60+
10164,1425323,FEMALE,Frances Stubbs,Indianapolis,IN,Indiana,46204,United States,North America,1982-08-28,42,40-50
10165,1425386,FEMALE,January Francis,Henderson,NV,Nevada,89014,United States,North America,1990-10-09,34,30-40
10166,1425437,FEMALE,Hazel Little,Akron,OH,Ohio,44308,United States,North America,1992-04-10,32,30-40
10167,1425449,FEMALE,Louise Lamothe,Hollister,CA,California,95023,United States,North America,1960-07-07,64,60+
10168,1425577,FEMALE,Laurie Oneal,Altamonte Springs,FL,Florida,32701,United States,North America,1996-07-13,28,18-30
10169,1425887,MALE,Gary Jenkins,Philadelphia,DE,Delaware,19108,United States,North America,1959-03-13,65,60+
10170,1426096,FEMALE,Jeannette Boyd,Springfield,MA,Massachusetts,01109,United States,North America,1982-09-24,42,40-50
10171,1426124,FEMALE,Priscilla Click,Savannah,GA,Georgia,31405,United States,North America,1964-12-29,59,50-60
10172,1426220,FEMALE,Connie Penland,Marshall,MN,Minnesota,56258,United States,North America,1955-03-17,69,60+
10173,1426290,FEMALE,Edna Phillips,Chicago,IL,Illinois,60631,United States,North America,1969-03-18,55,50-60
10174,1426777,MALE,Joe Johnson,Pittsburgh,PA,Pennsylvania,15201,United States,North America,1987-07-30,37,30-40
10175,1427026,FEMALE,Rosa Lynch,Bryan,OH,Ohio,43506,United States,North America,1949-10-24,75,60+
10176,1427132,FEMALE,Victoria Hammond,Gardena,CA,California,90248,United States,North America,1996-10-09,28,18-30
10177,1427309,FEMALE,Deborah Hinds,Henderson,KY,Kentucky,42420,United States,North America,1938-02-15,86,60+
10178,1427357,MALE,Albert Jones,Sugar Land,TX,Texas,77478,United States,North America,1951-02-19,73,60+
10179,1427596,MALE,Gregory Beckman,Greenville,SC,South Carolina,29607,United States,North America,1940-12-27,83,60+
10180,1427869,MALE,Wyatt Holquin,Huntington,NY,New York,11743,United States,North America,1946-11-06,78,60+
10181,1428088,MALE,Ronald Breaux,Ludington,MI,Michigan,49431,United States,North America,1951-08-21,73,60+
10182,1428180,MALE,Johnny Huckabee,Sunnyvale,CA,California,94089,United States,North America,1983-05-24,41,40-50
10183,1428214,MALE,Felix Ruffin,Knoxville,TN,Tennessee,37909,United States,North America,1998-12-10,26,18-30
10184,1428268,FEMALE,Viola Ball,Worthington,MA,Massachusetts,01098,United States,North America,1959-06-26,65,60+
10185,1428309,MALE,Kevin Abbey,Elk Grove Village,IL,Illinois,60007,United States,North America,1944-04-05,80,60+
10186,1428740,FEMALE,Candice Cash,Burr Ridge,IL,Illinois,61257,United States,North America,1979-03-30,45,40-50
10187,1428776,FEMALE,Karen Caldwell,Phoenix,AZ,Arizona,85003,United States,North America,2001-11-03,23,18-30
10188,1428812,FEMALE,Janita Vincent,Baton Rouge,LA,Louisiana,70806,United States,North America,1936-03-04,88,60+
10189,1428814,FEMALE,Anita Wells,Lillington,NC,North Carolina,27546,United States,North America,1973-10-16,51,50-60
10190,1429222,FEMALE,Barbara Dent,Tigard,OR,Oregon,97223,United States,North America,1978-03-22,46,40-50
10191,1429289,MALE,Willy Tackett,Alsea,OR,Oregon,97324,United States,North America,1954-12-14,70,60+
10192,1429300,MALE,Kenneth Correa,Soso,MS,Mississippi,39480,United States,North America,1950-01-13,74,60+
10193,1429357,FEMALE,Maria Slade,Jackson,TX,Texas,75657,United States,North America,2000-09-21,24,18-30
10194,1429587,FEMALE,Mary Montgomery,Lakewood,NJ,New Jersey,08701,United States,North America,1982-05-29,42,40-50
10195,1429691,MALE,Edgar Williams,Los Angeles,CA,California,90013,United States,North America,1990-02-06,34,30-40
10196,1429765,FEMALE,Karen Ngo,Hartford,CT,Connecticut,06103,United States,North America,1962-10-06,62,60+
10197,1429878,MALE,Darrell Mejia,San Francisco,CA,California,94105,United States,North America,1967-03-28,57,50-60
10198,1430214,MALE,Scott Suarez,Okeechobee,FL,Florida,34974,United States,North America,1998-01-09,26,18-30
10199,1430321,MALE,Joseph Ostlund,Goshen,NY,New York,10924,United States,North America,1979-04-28,45,40-50
10200,1430604,MALE,Gary Wolfe,Mobile,AL,Alabama,36608,United States,North America,1996-01-26,28,18-30
10201,1430625,FEMALE,Vera Stoltzfus,Rochester,NY,New York,14604,United States,North America,1939-10-21,85,60+
10202,1430661,MALE,Corey Kula,Bedford,MA,Massachusetts,01730,United States,North America,1966-04-11,58,50-60
10203,1430718,FEMALE,Sherry Holloway,Indianapolis,IN,Indiana,46204,United States,North America,2001-10-19,23,18-30
10204,1430890,MALE,Clyde Emerson,Brighton,NY,New York,14623,United States,North America,1977-07-19,47,40-50
10205,1430917,FEMALE,Louise White,Los Angeles,CA,California,90017,United States,North America,1953-10-15,71,60+
10206,1430923,MALE,Jerry Gilmore,Savannah,GA,Georgia,31401,United States,North America,1972-05-09,52,50-60
10207,1431002,FEMALE,Marcie Shockley,Philadelphia,PA,Pennsylvania,19103,United States,North America,1961-05-24,63,60+
10208,1431209,FEMALE,Crystal Ball,Richmond,VA,Virginia,23227,United States,North America,1959-11-03,65,60+
10209,1431393,MALE,Michael Rayburn,Alamogordo,NM,New Mexico,88310,United States,North America,1963-11-21,61,60+
10210,1431630,MALE,Juan Barnhart,New Orleans,LA,Louisiana,70171,United States,North America,1960-07-22,64,60+
10211,1431715,FEMALE,Ilana Seymore,Bucyrus,OH,Ohio,44820,United States,North America,1957-11-03,67,60+
10212,1431767,MALE,William Mayle,Boston,MA,Massachusetts,02110,United States,North America,1954-05-18,70,60+
10213,1431908,MALE,Chris Miller,Saint Louis,MO,Missouri,63114,United States,North America,1966-05-01,58,50-60
10214,1431935,MALE,Michael Blackburn,Saint Clairsville,OH,Ohio,43950,United States,North America,1946-04-08,78,60+
10215,1431986,MALE,Gregory Savoy,Star,TX,Texas,76880,United States,North America,1978-06-08,46,40-50
10216,1432139,MALE,Ralph Brungardt,Piedmont,SC,South Carolina,29673,United States,North America,1947-06-25,77,60+
10217,1432379,FEMALE,Ann Ruvalcaba,Cardington,OH,Ohio,43315,United States,North America,1990-01-07,34,30-40
10218,1432419,MALE,Elmer Henderson,North Dade,FL,Florida,33180,United States,North America,1941-09-10,83,60+
10219,1432652,FEMALE,Kate Young,Dallas,TX,Texas,75201,United States,North America,1941-03-28,83,60+
10220,1432706,MALE,Charles Stott,Tulsa,OK,Oklahoma,74131,United States,North America,1970-01-26,54,50-60
10221,1432818,FEMALE,Barbara Peters,Los Angeles,CA,California,90017,United States,North America,1997-10-17,27,18-30
10222,1432834,MALE,Ruben Talamantes,Norborne,MO,Missouri,64668,United States,North America,1959-02-09,65,60+
10223,1432907,MALE,Walter Clifford,Philadelphia,PA,Pennsylvania,19103,United States,North America,1982-02-28,42,40-50
10224,1433136,MALE,Alan Her,Ontario,CA,California,91762,United States,North America,1952-04-30,72,60+
10225,1433216,MALE,Kenneth Tuttle,Pasadena,CA,California,91107,United States,North America,1955-02-06,69,60+
10226,1433269,MALE,Frederick McLean,Bryans Road,MD,Maryland,20616,United States,North America,1946-07-15,78,60+
10227,1433344,MALE,Randall Fowler,Lynchburg,VA,Virginia,24504,United States,North America,1980-01-22,44,40-50
10228,1433389,MALE,Adrian Watson,Little Rock,AR,Arkansas,72208,United States,North America,1986-03-08,38,30-40
10229,1433495,MALE,Christopher Barrett,Aurora,CO,Colorado,80010,United States,North America,1988-04-20,36,30-40
10230,1433539,MALE,Darryl McDermott,Princeton,NJ,New Jersey,08540,United States,North America,1968-01-18,56,50-60
10231,1433584,FEMALE,Cameron Ellison,Rose Hill,IA,Iowa,52586,United States,North America,1943-11-03,81,60+
10232,1433628,MALE,Edward Dotson,Oklahoma City,OK,Oklahoma,73109,United States,North America,1991-03-09,33,30-40
10233,1433764,MALE,Gerald Ayala,South Burlington,VT,Vermont,05403,United States,North America,1958-06-24,66,60+
10234,1433844,FEMALE,Lucia Bost,Fort Worth,TX,Texas,76102,United States,North America,1976-07-12,48,40-50
10235,1433991,FEMALE,Betty Durham,Camden,NJ,New Jersey,08102,United States,North America,1953-04-12,71,60+
10236,1434399,MALE,Jeff Hughes,Milwaukee,WI,Wisconsin,53207,United States,North America,1946-08-20,78,60+
10237,1434562,MALE,William Behn,Liverpool,NY,New York,13088,United States,North America,1982-12-29,41,40-50
10238,1434655,MALE,Robert Fox,Pickens,SC,South Carolina,29671,United States,North America,1954-08-16,70,60+
10239,1434894,FEMALE,Kristen Jones,Hudson,IA,Iowa,50643,United States,North America,1936-03-29,88,60+
10240,1435081,FEMALE,Jane Trejo,Tinley Park,IL,Illinois,60477,United States,North America,1977-12-31,46,40-50
10241,1435185,FEMALE,Jamie Jacobs,Flint,MI,Michigan,48502,United States,North America,2000-12-03,24,18-30
10242,1435339,FEMALE,Virginia Bright,Windsor,CT,Connecticut,06095,United States,North America,1948-07-24,76,60+
10243,1435532,FEMALE,Donna Chan,Jackson,MS,Mississippi,39201,United States,North America,1948-09-12,76,60+
10244,1435829,FEMALE,Lisa Haskell,Washington,VA,Virginia,20005,United States,North America,1964-05-07,60,60+
10245,1435868,FEMALE,Lakeesha Mata,Chicago,IL,Illinois,60605,United States,North America,1952-04-14,72,60+
10246,1436054,MALE,Michael Sutton,North Little Rock,AR,Arkansas,72114,United States,North America,1983-11-03,41,40-50
10247,1436124,MALE,Shawn Lilly,Quilcene,WA,Washington,98376,United States,North America,1970-04-04,54,50-60
10248,1436157,MALE,David Starr,Pensacola,FL,Florida,32501,United States,North America,1961-06-23,63,60+
10249,1436392,MALE,Richard Foley,Chicago,IL,Illinois,60606,United States,North America,1952-06-26,72,60+
10250,1436857,FEMALE,Melissa Lozano,Akron,OH,Ohio,44308,United States,North America,1956-03-02,68,60+
10251,1436891,MALE,Christopher Kimble,Georgetown,SC,South Carolina,29440,United States,North America,1960-02-29,64,60+
10252,1437052,FEMALE,Latrina Cannon,Trumbull,CT,Connecticut,06611,United States,North America,1972-10-21,52,50-60
10253,1437117,FEMALE,Maria Patterson,Philadelphia,PA,Pennsylvania,19103,United States,North America,1939-11-26,85,60+
10254,1437127,FEMALE,Lisa Ries,Brookfield,WI,Wisconsin,53005,United States,North America,1969-04-26,55,50-60
10255,1437243,FEMALE,Gladys Wilks,Philadelphia,DE,Delaware,19103,United States,North America,1963-07-04,61,60+
